"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
6617,442,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
6647,1835,"2023","1","12","2023-1-12","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","SentinelOne","Not available",True,"NoName057(16) ","Unknown","Unknown","Non-state-group","Hacktivist(s)"
6648,1835,"2023","1","10","2023-1-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","NoName057(16)","Not available",False,"NoName057(16)","Unknown","Unknown","Non-state-group","Hacktivist(s)"
6651,1827,"2022","12","24","2022-12-24","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Germany","DCSO","Not available",True,"APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044","CN","China","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6652,1826,"2022","12","29","2022-12-29","Media-based attribution","Media report (e.g., Reuters makes an attribution statement, without naming further sources)","Not available","Italy","Red Hot Cyber","Not available",True,"Phobos","Unknown","Unknown","Non-state-group","Criminal(s)"
6658,1819,"2020","3","18","2020-3-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Digital Revolution","Not available",True,"Digital Revolution","RU","Russia","Non-state-group","Hacktivist(s)"
6659,1818,"2022","11","7","2022-11-7","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Ukraine","IT Army of Ukraine","Not available",True,"IT Army of Ukraine","UA","Ukraine","Non-state-group","Hacktivist(s)"
6660,1817,"2022","10","29","2022-10-29","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
6661,1816,"2022","12","27","2022-12-27","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Russia","Kaspersky","Not available",True,"Blue Noroff/APT38/Stardust Chollima/G0082/Sapphire Sleet fka COPERNICUM/Genie Spider < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6686,1318,"2022","","","2022","Attribution by third-party","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",False,"Unknown","SV","El Salvador","State","Not available"
6687,1318,"2022","11","30","2022-11-30","Receiver attributes attacker","Domestic legal action","Lawsuit (by private actors)","El Salvador","Members of ""El Faro""","Not available",True,"Government of El Salvador","SV","El Salvador","State","Not available"
6690,972,"2017","","","2017","Media-based attribution","Media report (e.g., Reuters makes an attribution statement, without naming further sources)","Not available","Not available","Not available","Not available",False,"Temp.Veles","RU","Russia","State","Not available"
6691,972,"2018","10","23","2018-10-23","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Mandiant","Not available",False,"Temp.Veles","RU","Russia","State affiliated actor","Not available"
6691,972,"2018","10","23","2018-10-23","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Mandiant","Not available",False,"Central Scientific Research Institute of Chemistry and Mechanics (CNIIHM; a.k.a. ЦНИИХМ)","RU","Russia","State","Not available"
6692,972,"2017","12","15","2017-12-15","IT-security community attributes attacker","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Israel","CyberX","Not available",False,"Unknown","IR","Iran, Islamic Republic of","State","Not available"
6693,972,"2020","10","23","2020-10-23","Attribution by third-party","Domestic legal action","Sanctions","United States","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"State Research Center of the Russian Federation FGUP Central Scientific Research Institute of Chemistry and Mechanics (TsNIIKhM)","RU","Russia","State","Not available"
6694,972,"2022","3","24","2022-3-24","Attribution by third-party","Domestic legal action","Indictment","United States","US Department of Justice (DoJ)","Not available",True,"Evgeny Viktorovich Gladkikh (TsNIIKhM)","RU","Russia","State","Not available"
6705,334,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"IDF-Team","IL","Israel","Non-state-group","Hacktivist(s)"
6706,333,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"Nightmare(OxOmar)","SA","Saudi Arabia","Non-state-group","Hacktivist(s)"
6708,211,"2016","","","2016","IT-security community attributes attacker","Statement in media report and political statement/technical report","Not available","Not available","Not available","Not available",True,"Strider/Project Sauron","Unknown","Unknown","State","Not available"
6709,87,"2008","","","2008","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",False,"Unknown","RU","Russia","State affiliated actor","Not available"
6710,87,"2008","","","2008","Attribution by third-party","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",False,"Unknown","RU","Russia","State","Not available"
6711,87,"2008","","","2008","Attribution by receiver government / state entity","Statement in media report and political statement/technical report","Not available","Not available","Not available","Not available",True,"Unknown","RU","Russia","State","Not available"
6712,19,"","","","Not available","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",True,"Poseidon Group","BR","Brazil","Non-state-group","Private technology companies / hacking for hire groups without state affiliation / research entities"
6740,1876,"2023","1","31","2023-1-31","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Slovakia","ESET","ESET",True,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)","RU","Russia","State affiliated actor","Not available"
6741,1868,"2023","1","30","2023-1-30","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States"," US Department of Health and Human Services","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6741,1868,"2023","1","30","2023-1-30","Receiver attributes attacker","Political statement / report (e.g., on government / state agency websites)","Not available","United States"," US Department of Health and Human Services","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6741,1868,"2023","1","30","2023-1-30","Receiver attributes attacker","Political statement / report (e.g., on government / state agency websites)","Not available","United States","John Riggi (National Advisor for Cybersecurity and Risk of American Hospital Association, United States)","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6741,1868,"2023","1","30","2023-1-30","Receiver attributes attacker","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Health Sector Cyber Security Coordination Center (HC3)","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6741,1868,"2023","1","30","2023-1-30","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","John Riggi (National Advisor for Cybersecurity and Risk of American Hospital Association, United States)","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6741,1868,"2023","1","30","2023-1-30","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Health Sector Cyber Security Coordination Center (HC3)","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6742,1868,"2023","1","28","2023-1-28","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",False,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6743,1868,"2023","1","30","2023-1-30","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",False,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6744,1867,"2023","1","30","2023-1-30","IT-security community attributes attacker","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Netherlands","Z-Cert","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6745,1867,"2023","1","23","2023-1-23","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",False,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6746,1867,"2023","2","1","2023-2-1","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Netherlands","Dutch National Cybersecurity Centre (NCSC)","Not available",False,"Killnet","Unknown","Unknown","Non-state-group","Hacktivist(s)"
6761,1828,"2023","1","5","2023-1-5","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Mandiant","Not available",True,"UNC4210 < Turla/Waterbug/Venomous Bear/Snake/Uroburos","RU","Russia","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6764,1893,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
6767,1890,"2023","2","3","2023-2-3","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Netherlands","Dutch Federal Police (Politie)","Not available",True,"Dutch Public Prosecution Service","NL","Netherlands","State","Not available"
6777,1884,"2023","2","2","2023-2-2","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Japan","Trend Micro","Not available",True,"OilRig/APT34/Cobalt Gypsy/Helix Kitten/Crambus/G0049/Hazel Sandstorm fka EUROPIUM","IR","Iran, Islamic Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6787,1809,"2022","12","16","2022-12-16","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Elastic Security Labs","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
6787,1809,"2022","12","16","2022-12-16","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Netherlands","Elastic Security Labs","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
6794,1790,"2022","12","9","2022-12-9","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Israel","Check Point Research","Not available",True,"Inception Framework/Cloud Atlas/Blue Odin/G0100","Unknown","Unknown","Unknown","Not available"
6795,1790,"2022","12","9","2022-12-9","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Russia","Positive Technologies","Not available",False,"Inception Framework/Cloud Atlas/Blue Odin/G0100","Unknown","Unknown","Unknown","Not available"
6799,1786,"2022","5","14","2022-5-14","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Ukraine","Andriy Sadowyj (Mayor of Lviv; UKR)","Not available",True,"Unknown","RU","Russia","Unknown","Not available"
6800,1786,"2022","5","15","2022-5-15","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Ukraine","Andriy Moskalenko (Deputy Mayor of Lviv; UKR)","Not available",False,"Unknown","RU","Russia","Unknown","Not available"
6807,1757,"2021","5","25","2021-5-25","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","SentinelOne","Not available",True,"Agrius/Pink Sandstorm fka AMERICIUM (DEV-0227)/Deadwood/Black Shadow/SharpBoys (Jahatpardaz Information Technology Solutions, MOIS)","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
6814,1737,"2022","5","16","2022-5-16","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6829,1722,"2022","11","28","2022-11-28","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Mandiant","Not available",True,"UNC4191","CN","China","Unknown","Not available"
6831,1720,"2022","6","29","2022-6-29","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Elliptic","Not available",False,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6832,1720,"2023","1","23","2023-1-23","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",True,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Not available"
6835,1715,"2022","9","7","2022-9-7","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cisco Talos Intelligence","Not available",True,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6842,1709,"2022","11","1","2022-11-1","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Russia","Kaspersky","Not available",True,"APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044","CN","China","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
6987,1691,"2021","2","28","2021-2-28","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Recorded Future","Not available",True,"RedEcho","CN","China","State affiliated actor","Not available"
6990,1688,"2022","11","22","2022-11-22","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
6996,1680,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Belarus","Belarusian Cyber Partisans","Not available",True,"Belarusian Cyber-Partisans","BY","Belarus","Non-state-group","Hacktivist(s)"
6999,1676,"2022","11","16","2022-11-16","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Russia","Kaspersky","Not available",True,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7001,1670,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7002,1669,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7028,1882,"2023","2","2","2023-2-2","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Netherlands","EclecticIQ","Not available",True,"Mustang Panda/RedDelta/Bronze President/Stately Taurus/Earth Preta/TA416/HoneyMyte/Camaro Dragon","CN","China","State affiliated actor","Not available"
7029,1880,"2023","1","31","2023-1-31","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Finland","WithSecure","Not available",True,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Not available"
7038,1877,"2023","1","31","2023-1-31","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Slovakia","ESET","Not available",True,"Goblin Panda","CN","China","Unknown","Not available"
7044,1864,"2022","1","26","2022-1-26","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC)","IR","Iran, Islamic Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7046,1860,"2023","1","25","2023-1-25","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","Unknown","Unknown","Non-state-group","Criminal(s)"
7048,1858,"2023","1","17","2023-1-17","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","China","Qi An Xin Technology Group","Not available",True,"Kasablanka Group","Unknown","Unknown","Unknown","Not available"
7052,1228,"2020","","","2020","Attribution by third-party","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"Unknown","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
7090,1639,"2022","10","29","2022-10-29","Media-based attribution","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","United Kingdom","Not available","Not available",True,"Unknown","RU","Russia","State","Not available"
7103,1627,"2022","10","20","2022-10-20","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Slovakia","ESET","Not available",True,"APT-C-50","IR","Iran, Islamic Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7123,1607,"2022","10","18","2022-10-18","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Symantec","Not available",True,"Unknown","CN","China","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7141,1581,"2022","10","7","2022-10-7","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Ukraine","IT Army of Ukraine","Not available",True,"IT Army of Ukraine","UA","Ukraine","Non-state-group","Hacktivist(s)"
7142,1580,"2022","6","2","2022-6-2","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Microsoft","Not available",True,"Plaid Rain fka POLONIUM/UNC4453/Aqua Dev 1/Greatrift","LB","Lebanon","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7142,1580,"2022","6","2","2022-6-2","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Microsoft","Not available",True,"Ministry of Intelligence and Security (MOIS; Iran)","IR","Iran, Islamic Republic of","State","Not available"
7153,1566,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",False,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7155,1563,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7156,1562,"2022","10","3","2022-10-3","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Russia","Kaspersky","Not available",True,"DeftTorero/Volatile Cedar/Lebanese Cedar","MEA","Middle East (region)","Unknown","Not available"
7160,1558,"2022","10","4","2022-10-4","Attribution by receiver government / state entity","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","United States","Recorded Future","Not available",True,"Unknown","Unknown","Unknown","State","Not available"
7169,1544,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7170,1543,"2022","10","2","2022-10-2","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","National Republican Army (NRA)","Not available",True,"Unknown","RU","Russia","Non-state-group","Hacktivist(s)"
7175,1538,"2022","6","23","2022-6-23","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Secureworks","Not available",True,"Cinnamon Tempest fka DEV-0401/Emperor Dragonfly/Bronze Starlight","CN","China","State affiliated actor","Not available"
7176,1538,"2022","10","3","2022-10-3","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","South Africa","Sygnia","Not available",False,"Emperor Dragonfly/ DEV-0401/ BRONZE STARLIGHT","CN","China","Unknown","Not available"
7177,1538,"2022","1","10","2022-1-10","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Microsoft","Not available",False,"Unknown","CN","China","Unknown","Not available"
7198,1512,"2014","5","23","2014-5-23","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Ukraine","CyberBerkut","Not available",True,"CyberBerkut","UA","Ukraine","Non-state-group","Hacktivist(s)"
7225,1468,"2022","8","15","2022-8-15","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Symantec","Not available",True,"Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea)","RU","Russia","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7226,1468,"2022","9","15","2022-9-15","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cisco Talos Intelligence","Not available",False,"Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea)","RU","Russia","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7399,1909,"2023","2","9","2023-2-9","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","BlackBerry Research and Intelligence Team","BlackBerry Research and Intelligence Team",True,"NewsPenguin","Unknown","Unknown","State","Not available"
7400,1903,"2023","2","11","2023-2-11","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Edaalate Ali","Not available",True,"Edaalate Ali","Unknown","Unknown","Non-state-group","Hacktivist(s)"
7403,1902,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
7500,1797,"2022","9","10","2022-9-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"IT Army of Ukraine","UA","Ukraine","Non-state-group","Hacktivist(s)"
7500,1797,"2022","9","10","2022-9-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
7500,1797,"2022","9","10","2022-9-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","IT Army of Ukraine","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
7500,1797,"2022","9","10","2022-9-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","IT Army of Ukraine","Not available",True,"IT Army of Ukraine","UA","Ukraine","Non-state-group","Hacktivist(s)"
7638,1553,"2022","9","28","2022-9-28","IT-security community attributes attacker","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Slovakia","ESET","Not available",True,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","KP","Korea, Democratic People's Republic of","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Mrai","Unknown","Unknown","Unknown","Not available"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"KillMilk","Unknown","Unknown","Unknown","Not available"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Halva","Unknown","Unknown","Unknown","Not available"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"RADIS","Unknown","Unknown","Unknown","Not available"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"Anonymous Russia","RU","Russia","Non-state-group","Hacktivist(s)"
7938,1716,"2022","11","18","2022-11-18","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Russia","Killnet","Not available",True,"MSIDSTRESS","Unknown","Unknown","Unknown","Not available"
7943,1438,"2022","","","2022","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
7944,1429,"2022","","","2022","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"v0g3lSec","Unknown","Unknown","Non-state-group","Hacktivist(s)"
